1, 53
2, 38
3, 43
4, 38
5, 41
6, 40
7, 47
8, 50
9, 41
10, 52
11, 37
12, 47
13, 40
14, 33
15, 50
16, 38
17, 36
18, 36
19, 41
20, 46
21, 35
22, 43
23, 45
24, 42
25, 35
26, 40
27, 44
28, 38
29, 34
30, 38
31, 33
32, 38
33, 39
34, 38
35, 45
36, 42
37, 45
38, 41
39, 38
40, 45
41, 38
42, 44
43, 44
44, 53
45, 41
46, 35
47, 40
48, 40
49, 50
